Регион №, Регион, Город №, Город, Комплектация, Цвет
12, Республика Марий Эл, 938155, Йошкар-Ола, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Снежная королева
12, Республика Марий Эл, 938155, Йошкар-Ола, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Феерия
12, Республика Марий Эл, 938155, Йошкар-Ола, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe / ПТС 2021 г., Черное зеркало
13, Республика Мордовия, 938144, Саранск, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort Off-road / ПТС 2021 г., Борнео
14, Республика Саха (Якутия), 938314, Якутск, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Айсберг
14, Республика Саха (Якутия), 938314, Якутск, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Феерия
14, Республика Саха (Якутия), 938314, Якутск, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe Off-road / ПТС 2021 г., Борнео
15, Республика Северная Осетия, 938260, Владикавказ, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Айсберг
15, Республика Северная Осетия, 938260, Владикавказ, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Кварц
15, Республика Северная Осетия, 938260, Владикавказ, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Айсберг
15, Республика Северная Осетия, 938260, Владикавказ, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Борнео
15, Республика Северная Осетия, 938260, Владикавказ, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Техно
15, Республика Северная Осетия, 938260, Владикавказ, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Черное зеркало
16, Республика Татарстан, 6787228, Елабуга, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Борнео
16, Республика Татарстан, 6787228, Елабуга, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Кварц
16, Республика Татарстан, 6787228, Елабуга, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Черное зеркало
16, Республика Татарстан, 6787228, Елабуга, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Айсберг
16, Республика Татарстан, 6787228, Елабуга, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Борнео
16, Республика Татарстан, 6787228, Елабуга, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Кварц
16, Республика Татарстан, 6787228, Елабуга, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Черное зеркало
16, Республика Татарстан, 6787228, Елабуга, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe Off-road / ПТС 2021 г., Черное зеркало
16, Республика Татарстан, 6787228, Елабуга, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe / ПТС 2021 г., Амазония
16, Республика Татарстан, 6787228, Елабуга, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe / ПТС 2021 г., Черное зеркало
16, Республика Татарстан, 938151, Набережные Челны, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Борнео
16, Республика Татарстан, 938151, Набережные Челны, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Техно
16, Республика Татарстан, 938151, Набережные Челны, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Феерия
16, Республика Татарстан, 938154, Казань, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Айсберг
16, Республика Татарстан, 938154, Казань, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Амазония
16, Республика Татарстан, 938154, Казань, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Борнео
16, Республика Татарстан, 938154, Казань, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Кварц
16, Республика Татарстан, 938154, Казань, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Техно
16, Республика Татарстан, 938154, Казань, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Черное зеркало
16, Республика Татарстан, 938154, Казань, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort Off-road / ПТС 2021 г., Айсберг
16, Республика Татарстан, 938154, Казань, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort Off-road / ПТС 2021 г., Борнео
16, Республика Татарстан, 938154, Казань, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort Off-road / ПТС 2021 г., Кварц
16, Республика Татарстан, 938154, Казань, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Амазония
16, Республика Татарстан, 938154, Казань, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Техно
16, Республика Татарстан, 938154, Казань, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Феерия
16, Республика Татарстан, 938154, Казань, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Черное зеркало
16, Республика Татарстан, 938154, Казань, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe Off-road / ПТС 2021 г., Айсберг
16, Республика Татарстан, 938154, Казань, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe Off-road / ПТС 2021 г., Амазония
16, Республика Татарстан, 938154, Казань, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe Off-road / ПТС 2021 г., Кварц
16, Республика Татарстан, 938154, Казань, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe Off-road / ПТС 2021 г., Феерия
16, Республика Татарстан, 938154, Казань, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe / ПТС 2021 г., Айсберг
16, Республика Татарстан, 938154, Казань, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe / ПТС 2021 г., Амазония
16, Республика Татарстан, 938154, Казань, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe / ПТС 2021 г., Борнео
16, Республика Татарстан, 938154, Казань, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe / ПТС 2021 г., Снежная королева
16, Республика Татарстан, 938154, Казань, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe / ПТС 2021 г., Техно
16, Республика Татарстан, 938154, Казань, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe / ПТС 2021 г., Черное зеркало
16, Республика Татарстан, 938256, Бугульма, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Амазония
16, Республика Татарстан, 938256, Бугульма, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Техно
16, Республика Татарстан, 938256, Бугульма, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Феерия
16, Республика Татарстан, 938256, Бугульма, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort Off-road / ПТС 2021 г., Айсберг
16, Республика Татарстан, 938256, Бугульма, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Айсберг
16, Республика Татарстан, 938256, Бугульма, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Кварц
16, Республика Татарстан, 938256, Бугульма, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Снежная королева
16, Республика Татарстан, 938256, Бугульма, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Техно
16, Республика Татарстан, 938256, Бугульма, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Черное зеркало
16, Республика Татарстан, 938256, Бугульма, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe Off-road / ПТС 2021 г., Айсберг
16, Республика Татарстан, 938256, Бугульма, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe Off-road / ПТС 2021 г., Черное зеркало
16, Республика Татарстан, 938256, Бугульма, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe / ПТС 2021 г., Айсберг
16, Республика Татарстан, 938340, Альметьевск, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Амазония
16, Республика Татарстан, 938340, Альметьевск, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Борнео
16, Республика Татарстан, 938340, Альметьевск, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Кварц
16, Республика Татарстан, 938340, Альметьевск, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe Off-road / ПТС 2021 г., Борнео
16, Республика Татарстан, 938340, Альметьевск, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe / ПТС 2021 г., Амазония
16, Республика Татарстан, 938340, Альметьевск, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe / ПТС 2021 г., Кварц
16, Республика Татарстан, 938340, Альметьевск, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe / ПТС 2021 г., Техно
16, Республика Татарстан, 938348, Нижнекамск, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Борнео
16, Республика Татарстан, 938348, Нижнекамск, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Техно
16, Республика Татарстан, 938348, Нижнекамск, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Черное зеркало
16, Республика Татарстан, 938348, Нижнекамск, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Амазония
16, Республика Татарстан, 938348, Нижнекамск, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe / ПТС 2021 г., Черное зеркало
18, Удмуртская Республика, 1058874, Можга, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort Off-road / ПТС 2021 г., Кварц
18, Удмуртская Республика, 938150, Ижевск, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Айсберг
18, Удмуртская Республика, 938150, Ижевск, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Черное зеркало
18, Удмуртская Республика, 938150, Ижевск, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort Off-road / ПТС 2021 г., Айсберг
18, Удмуртская Республика, 938150, Ижевск, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort Off-road / ПТС 2021 г., Амазония
18, Удмуртская Республика, 938150, Ижевск, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort Off-road / ПТС 2021 г., Борнео
18, Удмуртская Республика, 938150, Ижевск, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort Off-road / ПТС 2021 г., Снежная королева
18, Удмуртская Республика, 938150, Ижевск, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort Off-road / ПТС 2021 г., Черное зеркало
18, Удмуртская Республика, 938150, Ижевск, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Айсберг
18, Удмуртская Республика, 938150, Ижевск, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Амазония
18, Удмуртская Республика, 938150, Ижевск, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Черное зеркало
18, Удмуртская Республика, 938150, Ижевск, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe Off-road / ПТС 2021 г., Снежная королева
18, Удмуртская Республика, 938150, Ижевск, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe Off-road / ПТС 2021 г., Черное зеркало
18, Удмуртская Республика, 938150, Ижевск, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe / ПТС 2021 г., Айсберг
18, Удмуртская Республика, 938150, Ижевск, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe / ПТС 2021 г., Снежная королева
18, Удмуртская Республика, 938272, Сарапул, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Кварц
18, Удмуртская Республика, 938272, Сарапул, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Техно
18, Удмуртская Республика, 938272, Сарапул, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Амазония
18, Удмуртская Республика, 938315, Глазов, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort Off-road / ПТС 2021 г., Амазония
18, Удмуртская Республика, 938315, Глазов, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Айсберг
18, Удмуртская Республика, 938315, Глазов, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Борнео
18, Удмуртская Республика, 938315, Глазов, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Снежная королева
18, Удмуртская Республика, 938315, Глазов, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Техно
18, Удмуртская Республика, 938315, Глазов, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Феерия
2, Республика Башкортостан, 938138, Салават, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Айсберг
2, Республика Башкортостан, 938138, Салават, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Амазония
2, Республика Башкортостан, 938158, Уфа, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Айсберг
2, Республика Башкортостан, 938158, Уфа, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Амазония
2, Республика Башкортостан, 938158, Уфа, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Снежная королева
2, Республика Башкортостан, 938158, Уфа, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Техно
2, Республика Башкортостан, 938158, Уфа, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Феерия
2, Республика Башкортостан, 938158, Уфа, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Черное зеркало
2, Республика Башкортостан, 938158, Уфа, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort Off-road / ПТС 2021 г., Амазония
2, Республика Башкортостан, 938158, Уфа, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Айсберг
2, Республика Башкортостан, 938158, Уфа, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Амазония
2, Республика Башкортостан, 938158, Уфа, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Черное зеркало
2, Республика Башкортостан, 938158, Уфа, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe Off-road / ПТС 2021 г., Айсберг
2, Республика Башкортостан, 938158, Уфа, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe Off-road / ПТС 2021 г., Черное зеркало
2, Республика Башкортостан, 938158, Уфа, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe / ПТС 2021 г., Айсберг
2, Республика Башкортостан, 938158, Уфа, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe / ПТС 2021 г., Амазония
2, Республика Башкортостан, 938158, Уфа, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe / ПТС 2021 г., Снежная королева
2, Республика Башкортостан, 938159, Нефтекамск, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Борнео
2, Республика Башкортостан, 938159, Нефтекамск, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Техно
2, Республика Башкортостан, 938176, Белорецк, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Айсберг
2, Республика Башкортостан, 938176, Белорецк, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Амазония
2, Республика Башкортостан, 938176, Белорецк, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Снежная королева
2, Республика Башкортостан, 938176, Белорецк, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Черное зеркало
2, Республика Башкортостан, 938176, Белорецк, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe Off-road / ПТС 2021 г., Айсберг
2, Республика Башкортостан, 938176, Белорецк, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe / ПТС 2021 г., Айсберг
2, Республика Башкортостан, 938176, Белорецк, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe / ПТС 2021 г., Техно
2, Республика Башкортостан, 938218, Туймазы, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Кварц
2, Республика Башкортостан, 938218, Туймазы, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Амазония
2, Республика Башкортостан, 938218, Туймазы, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Техно
2, Республика Башкортостан, 938220, Стерлитамак, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Айсберг
2, Республика Башкортостан, 938220, Стерлитамак, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort Off-road / ПТС 2021 г., Амазония
2, Республика Башкортостан, 938220, Стерлитамак, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Снежная королева
2, Республика Башкортостан, 938220, Стерлитамак, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe / ПТС 2021 г., Амазония
2, Республика Башкортостан, 938266, Мелеуз, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Айсберг
2, Республика Башкортостан, 938266, Мелеуз, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Техно
2, Республика Башкортостан, 938266, Мелеуз, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Феерия
2, Республика Башкортостан, 938266, Мелеуз, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Черное зеркало
2, Республика Башкортостан, 938266, Мелеуз, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Айсберг
2, Республика Башкортостан, 938266, Мелеуз, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Борнео
2, Республика Башкортостан, 938266, Мелеуз, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Техно
2, Республика Башкортостан, 938266, Мелеуз, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Феерия
2, Республика Башкортостан, 938266, Мелеуз, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Черное зеркало
2, Республика Башкортостан, 938266, Мелеуз, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe / ПТС 2021 г., Айсберг
2, Республика Башкортостан, 938266, Мелеуз, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe / ПТС 2021 г., Снежная королева
2, Республика Башкортостан, 938360, Октябрьский, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Айсберг
2, Республика Башкортостан, 938360, Октябрьский, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Амазония
2, Республика Башкортостан, 938360, Октябрьский, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe / ПТС 2021 г., Снежная королева
20, Чеченская Республика, 6968724, Аргун, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Айсберг
20, Чеченская Республика, 6968724, Аргун, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Айсберг
20, Чеченская Республика, 6968724, Аргун, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe Off-road / ПТС 2021 г., Черное зеркало
20, Чеченская Республика, 6968724, Аргун, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe / ПТС 2021 г., Черное зеркало
21, Чувашская Республика, 938258, Новочебоксарск, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Айсберг
21, Чувашская Республика, 938287, Чебоксары, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Айсберг
21, Чувашская Республика, 938287, Чебоксары, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Черное зеркало
21, Чувашская Республика, 938287, Чебоксары, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Техно
21, Чувашская Республика, 938287, Чебоксары, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Черное зеркало
21, Чувашская Республика, 938287, Чебоксары, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe Off-road / ПТС 2021 г., Амазония
21, Чувашская Республика, 938287, Чебоксары, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe Off-road / ПТС 2021 г., Черное зеркало
21, Чувашская Республика, 938287, Чебоксары, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe / ПТС 2021 г., Айсберг
22, Алтайский край, 938310, Бийск, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Борнео
22, Алтайский край, 938310, Бийск, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe Off-road / ПТС 2021 г., Амазония
22, Алтайский край, 938325, Барнаул, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Айсберг
22, Алтайский край, 938325, Барнаул, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Борнео
22, Алтайский край, 938325, Барнаул, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Техно
22, Алтайский край, 938325, Барнаул, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Айсберг
22, Алтайский край, 938325, Барнаул, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Кварц
22, Алтайский край, 938325, Барнаул, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Снежная королева
22, Алтайский край, 938325, Барнаул, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Феерия
22, Алтайский край, 938325, Барнаул, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe Off-road / ПТС 2021 г., Айсберг
22, Алтайский край, 938325, Барнаул, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe / ПТС 2021 г., Айсберг
22, Алтайский край, 938325, Барнаул, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe / ПТС 2021 г., Амазония
22, Алтайский край, 938325, Барнаул, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe / ПТС 2021 г., Снежная королева
23, Краснодарский край, 6567203, Славянск-на-Кубани, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort Off-road / ПТС 2021 г., Амазония
23, Краснодарский край, 6567203, Славянск-на-Кубани, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort Off-road / ПТС 2021 г., Кварц
23, Краснодарский край, 6567203, Славянск-на-Кубани, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Айсберг
23, Краснодарский край, 6567203, Славянск-на-Кубани, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe / ПТС 2021 г., Айсберг
23, Краснодарский край, 938157, Сочи, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Айсберг
23, Краснодарский край, 938157, Сочи, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort / ПТС 2021 г., Кварц
23, Краснодарский край, 938157, Сочи, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe Off-road / ПТС 2021 г., Амазония
23, Краснодарский край, 938157, Сочи, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe Off-road / ПТС 2021 г., Кварц
23, Краснодарский край, 938157, Сочи, 1.7 л 8 кл. (80 л.с.) 5МТ / Luxe / ПТС 2021 г., Айсберг
23, Краснодарский край, 938162, Краснодар, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Айсберг
23, Краснодарский край, 938162, Краснодар, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Борнео
23, Краснодарский край, 938162, Краснодар, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Кварц
23, Краснодарский край, 938162, Краснодар, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Снежная королева
23, Краснодарский край, 938162, Краснодар, 1.7 л 8 кл. (80 л.с.) 5МТ / Classic / ПТС 2021 г., Черное зеркало
23, Краснодарский край, 938162, Краснодар, 1.7 л 8 кл. (80 л.с.) 5МТ / Comfort Off-road / ПТС 2021 г., Айсберг
